Gene_ID	Gene_ID_new	ko	pathway
TRINITY_DN102125_c0_g1	12896	ko01100	Metabolic pathways
TRINITY_DN1551_c0_g1	9132	ko03010	Ribosome
TRINITY_DN6508_c0_g1	4797	ko03010	Ribosome
TRINITY_DN5693_c0_g2	28	ko03040	Spliceosome
TRINITY_DN18710_c0_g1	9743	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
TRINITY_DN18710_c0_g1	9743	ko01100	Metabolic pathways
TRINITY_DN219299_c0_g1	13241	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN219299_c0_g1	13241	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN219299_c0_g1	13241	ko01100	Metabolic pathways
TRINITY_DN219299_c0_g1	13241	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN219299_c0_g1	13241	ko01200	Carbon metabolism
TRINITY_DN219299_c0_g1	13241	ko01230	Biosynthesis of amino acids
TRINITY_DN25377_c0_g1	1024	ko04144	Endocytosis
TRINITY_DN4493_c0_g1	11681	ko04144	Endocytosis
TRINITY_DN75741_c0_g1	2525	ko00250	Alanine, aspartate and glutamate metabolism
TRINITY_DN75741_c0_g1	2525	ko00410	beta-Alanine metabolism
TRINITY_DN75741_c0_g1	2525	ko00430	Taurine and hypotaurine metabolism
TRINITY_DN75741_c0_g1	2525	ko00650	Butanoate metabolism
TRINITY_DN75741_c0_g1	2525	ko01100	Metabolic pathways
TRINITY_DN75741_c0_g1	2525	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN45397_c0_g1	11090	ko03010	Ribosome
TRINITY_DN11405_c0_g1	5026	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN11405_c0_g1	5026	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN11405_c0_g1	5026	ko00071	Fatty acid degradation
TRINITY_DN11405_c0_g1	5026	ko00280	Valine, leucine and isoleucine degradation
TRINITY_DN11405_c0_g1	5026	ko00310	Lysine degradation
TRINITY_DN11405_c0_g1	5026	ko00330	Arginine and proline metabolism
TRINITY_DN11405_c0_g1	5026	ko00340	Histidine metabolism
TRINITY_DN11405_c0_g1	5026	ko00380	Tryptophan metabolism
TRINITY_DN11405_c0_g1	5026	ko00410	beta-Alanine metabolism
TRINITY_DN11405_c0_g1	5026	ko00561	Glycerolipid metabolism
TRINITY_DN11405_c0_g1	5026	ko00620	Pyruvate metabolism
TRINITY_DN11405_c0_g1	5026	ko00903	Limonene and pinene degradation
TRINITY_DN11405_c0_g1	5026	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN11405_c0_g1	5026	ko01100	Metabolic pathways
TRINITY_DN11405_c0_g1	5026	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN41815_c0_g1	1251	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN9575_c0_g1	9956	ko04016	MAPK signaling pathway - plant
TRINITY_DN30735_c0_g1	3168	ko00910	Nitrogen metabolism
TRINITY_DN4292_c0_g1	1476	ko00600	Sphingolipid metabolism
TRINITY_DN11510_c0_g1	5063	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN11510_c0_g1	5063	ko01100	Metabolic pathways
TRINITY_DN11510_c0_g1	5063	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN11510_c0_g1	5063	ko01200	Carbon metabolism
TRINITY_DN11510_c0_g1	5063	ko04146	Peroxisome
TRINITY_DN65720_c3_g1	12048	ko03010	Ribosome
TRINITY_DN6731_c1_g1	2848	ko00760	Nicotinate and nicotinamide metabolism
TRINITY_DN6731_c1_g1	2848	ko01100	Metabolic pathways
TRINITY_DN66548_c0_g2	11846	ko00330	Arginine and proline metabolism
TRINITY_DN66548_c0_g2	11846	ko00480	Glutathione metabolism
TRINITY_DN66548_c0_g2	11846	ko01100	Metabolic pathways
TRINITY_DN66548_c0_g2	11846	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN15749_c0_g2	4258	ko00511	Other glycan degradation
TRINITY_DN15749_c0_g2	4258	ko00513	Various types of N-glycan biosynthesis
TRINITY_DN15749_c0_g2	4258	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN15749_c0_g2	4258	ko00531	Glycosaminoglycan degradation
TRINITY_DN15749_c0_g2	4258	ko00603	Glycosphingolipid biosynthesis - globo and isoglobo series
TRINITY_DN15749_c0_g2	4258	ko00604	Glycosphingolipid biosynthesis - ganglio series
TRINITY_DN15749_c0_g2	4258	ko01100	Metabolic pathways
TRINITY_DN15749_c0_g1	4257	ko00511	Other glycan degradation
TRINITY_DN15749_c0_g1	4257	ko00513	Various types of N-glycan biosynthesis
TRINITY_DN15749_c0_g1	4257	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN15749_c0_g1	4257	ko00531	Glycosaminoglycan degradation
TRINITY_DN15749_c0_g1	4257	ko00603	Glycosphingolipid biosynthesis - globo and isoglobo series
TRINITY_DN15749_c0_g1	4257	ko00604	Glycosphingolipid biosynthesis - ganglio series
TRINITY_DN15749_c0_g1	4257	ko01100	Metabolic pathways
TRINITY_DN2712_c0_g1	2425	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN2712_c0_g1	2425	ko01100	Metabolic pathways
TRINITY_DN2712_c0_g1	2425	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN6713_c1_g1	2858	ko00910	Nitrogen metabolism
TRINITY_DN8997_c0_g1	11020	ko03015	mRNA surveillance pathway
TRINITY_DN70413_c0_g1	498	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN70413_c0_g1	498	ko01100	Metabolic pathways
TRINITY_DN70413_c0_g1	498	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN16118_c0_g1	5543	ko00270	Cysteine and methionine metabolism
TRINITY_DN16118_c0_g1	5543	ko00330	Arginine and proline metabolism
TRINITY_DN16118_c0_g1	5543	ko00410	beta-Alanine metabolism
TRINITY_DN16118_c0_g1	5543	ko00480	Glutathione metabolism
TRINITY_DN16118_c0_g1	5543	ko01100	Metabolic pathways
TRINITY_DN9996_c1_g2	6069	ko00904	Diterpenoid biosynthesis
TRINITY_DN9996_c1_g2	6069	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN9996_c1_g1	6070	ko00904	Diterpenoid biosynthesis
TRINITY_DN9996_c1_g1	6070	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN103703_c1_g1	13139	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN103703_c1_g1	13139	ko03018	RNA degradation
TRINITY_DN30890_c0_g2	10805	ko04626	Plant-pathogen interaction
TRINITY_DN5467_c2_g2	2121	ko03013	RNA transport
TRINITY_DN43459_c0_g1	841	ko04016	MAPK signaling pathway - plant
TRINITY_DN43459_c0_g1	841	ko04075	Plant hormone signal transduction
TRINITY_DN105999_c0_g1	12542	ko00040	Pentose and glucuronate interconversions
TRINITY_DN105999_c0_g1	12542	ko01100	Metabolic pathways
TRINITY_DN300_c0_g1	10325	ko04075	Plant hormone signal transduction
TRINITY_DN42383_c0_g1	10133	ko04626	Plant-pathogen interaction
TRINITY_DN240284_c0_g1	13333	ko02010	ABC transporters
TRINITY_DN6396_c0_g1	6729	ko00941	Flavonoid biosynthesis
TRINITY_DN6396_c0_g1	6729	ko01100	Metabolic pathways
TRINITY_DN6396_c0_g1	6729	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN20580_c0_g1	4977	ko03013	RNA transport
TRINITY_DN20580_c0_g1	4977	ko03015	mRNA surveillance pathway
TRINITY_DN20580_c0_g1	4977	ko03040	Spliceosome
TRINITY_DN140151_c0_g1	12638	ko01100	Metabolic pathways
TRINITY_DN91915_c1_g2	4443	ko00061	Fatty acid biosynthesis
TRINITY_DN91915_c1_g2	4443	ko00620	Pyruvate metabolism
TRINITY_DN91915_c1_g2	4443	ko00640	Propanoate metabolism
TRINITY_DN91915_c1_g2	4443	ko01100	Metabolic pathways
TRINITY_DN91915_c1_g2	4443	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN91915_c1_g2	4443	ko01212	Fatty acid metabolism
TRINITY_DN4064_c0_g1	3330	ko04016	MAPK signaling pathway - plant
TRINITY_DN4064_c0_g1	3330	ko04070	Phosphatidylinositol signaling system
TRINITY_DN4064_c0_g1	3330	ko04626	Plant-pathogen interaction
TRINITY_DN1415_c1_g1	6327	ko03040	Spliceosome
TRINITY_DN1415_c1_g1	6327	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN1415_c1_g1	6327	ko04144	Endocytosis
TRINITY_DN12726_c0_g1	3413	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN110772_c0_g1	12776	ko00051	Fructose and mannose metabolism
TRINITY_DN110772_c0_g1	12776	ko00561	Glycerolipid metabolism
TRINITY_DN110772_c0_g1	12776	ko01100	Metabolic pathways
TRINITY_DN110772_c0_g1	12776	ko01200	Carbon metabolism
TRINITY_DN137462_c0_g1	12462	ko03022	Basal transcription factors
TRINITY_DN147_c0_g2	7647	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN147_c0_g2	7647	ko01100	Metabolic pathways
TRINITY_DN147_c0_g2	7647	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN147_c0_g2	7647	ko01200	Carbon metabolism
TRINITY_DN147_c0_g2	7647	ko01230	Biosynthesis of amino acids
TRINITY_DN147_c0_g2	7647	ko03018	RNA degradation
TRINITY_DN147_c0_g1	7646	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN147_c0_g1	7646	ko01100	Metabolic pathways
TRINITY_DN147_c0_g1	7646	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN147_c0_g1	7646	ko01200	Carbon metabolism
TRINITY_DN147_c0_g1	7646	ko01230	Biosynthesis of amino acids
TRINITY_DN147_c0_g1	7646	ko03018	RNA degradation
TRINITY_DN98955_c0_g1	1553	ko04075	Plant hormone signal transduction
TRINITY_DN10109_c0_g1	11408	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN10109_c0_g1	11408	ko00030	Pentose phosphate pathway
TRINITY_DN10109_c0_g1	11408	ko00051	Fructose and mannose metabolism
TRINITY_DN10109_c0_g1	11408	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN10109_c0_g1	11408	ko01100	Metabolic pathways
TRINITY_DN10109_c0_g1	11408	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN10109_c0_g1	11408	ko01200	Carbon metabolism
TRINITY_DN10109_c0_g1	11408	ko01230	Biosynthesis of amino acids
TRINITY_DN14607_c0_g1	1518	ko00920	Sulfur metabolism
TRINITY_DN14607_c0_g1	1518	ko01100	Metabolic pathways
TRINITY_DN14607_c0_g1	1518	ko03010	Ribosome
TRINITY_DN215787_c0_g1	13495	ko03013	RNA transport
TRINITY_DN123039_c0_g1	12862	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN39122_c0_g1	8973	ko00480	Glutathione metabolism
TRINITY_DN99934_c0_g1	4271	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN99934_c0_g1	4271	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN99934_c0_g1	4271	ko00071	Fatty acid degradation
TRINITY_DN99934_c0_g1	4271	ko00280	Valine, leucine and isoleucine degradation
TRINITY_DN99934_c0_g1	4271	ko00310	Lysine degradation
TRINITY_DN99934_c0_g1	4271	ko00330	Arginine and proline metabolism
TRINITY_DN99934_c0_g1	4271	ko00340	Histidine metabolism
TRINITY_DN99934_c0_g1	4271	ko00380	Tryptophan metabolism
TRINITY_DN99934_c0_g1	4271	ko00410	beta-Alanine metabolism
TRINITY_DN99934_c0_g1	4271	ko00561	Glycerolipid metabolism
TRINITY_DN99934_c0_g1	4271	ko00620	Pyruvate metabolism
TRINITY_DN99934_c0_g1	4271	ko00903	Limonene and pinene degradation
TRINITY_DN99934_c0_g1	4271	ko01100	Metabolic pathways
TRINITY_DN99934_c0_g1	4271	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN14567_c0_g1	5844	ko00190	Oxidative phosphorylation
TRINITY_DN3024_c0_g1	8070	ko00510	N-Glycan biosynthesis
TRINITY_DN3024_c0_g1	8070	ko01100	Metabolic pathways
TRINITY_DN2682_c0_g1	7093	ko00460	Cyanoamino acid metabolism
TRINITY_DN2682_c0_g1	7093	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2682_c0_g2	7094	ko00460	Cyanoamino acid metabolism
TRINITY_DN2682_c0_g2	7094	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN16444_c0_g1	8694	ko00500	Starch and sucrose metabolism
TRINITY_DN16444_c0_g1	8694	ko01100	Metabolic pathways
TRINITY_DN4614_c0_g1	9695	ko00750	Vitamin B6 metabolism
TRINITY_DN36125_c0_g1	3585	ko04136	Autophagy - other
TRINITY_DN1552_c0_g1	9101	ko00270	Cysteine and methionine metabolism
TRINITY_DN1552_c0_g1	9101	ko00480	Glutathione metabolism
TRINITY_DN1552_c0_g1	9101	ko01100	Metabolic pathways
TRINITY_DN1552_c0_g1	9101	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN1552_c0_g1	9101	ko03013	RNA transport
TRINITY_DN725_c0_g2	10701	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN725_c0_g2	10701	ko01100	Metabolic pathways
TRINITY_DN725_c0_g2	10701	ko01200	Carbon metabolism
TRINITY_DN725_c0_g2	10701	ko01230	Biosynthesis of amino acids
TRINITY_DN1552_c0_g2	9102	ko00270	Cysteine and methionine metabolism
TRINITY_DN1552_c0_g2	9102	ko00480	Glutathione metabolism
TRINITY_DN1552_c0_g2	9102	ko01100	Metabolic pathways
TRINITY_DN1552_c0_g2	9102	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN1552_c0_g2	9102	ko03013	RNA transport
TRINITY_DN16883_c0_g1	7037	ko00902	Monoterpenoid biosynthesis
TRINITY_DN16883_c0_g1	7037	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN65151_c0_g1	5825	ko03040	Spliceosome
TRINITY_DN65151_c0_g1	5825	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN65151_c0_g1	5825	ko04144	Endocytosis
TRINITY_DN3303_c0_g1	8954	ko03010	Ribosome
TRINITY_DN256297_c0_g1	13665	ko00904	Diterpenoid biosynthesis
TRINITY_DN256297_c0_g1	13665	ko01100	Metabolic pathways
TRINITY_DN256297_c0_g1	13665	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1391_c0_g1	11197	ko00230	Purine metabolism
TRINITY_DN44848_c0_g1	2055	ko00941	Flavonoid biosynthesis
TRINITY_DN44848_c0_g1	2055	ko01100	Metabolic pathways
TRINITY_DN44848_c0_g1	2055	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN44256_c0_g1	549	ko04016	MAPK signaling pathway - plant
TRINITY_DN44256_c0_g1	549	ko04075	Plant hormone signal transduction
TRINITY_DN44256_c0_g1	549	ko04626	Plant-pathogen interaction
TRINITY_DN37199_c0_g1	10933	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN844_c0_g1	1359	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN844_c0_g1	1359	ko00052	Galactose metabolism
TRINITY_DN844_c0_g1	1359	ko01100	Metabolic pathways
TRINITY_DN844_c0_g1	1359	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN100164_c0_g1	12990	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN100164_c0_g1	12990	ko01100	Metabolic pathways
TRINITY_DN100164_c0_g1	12990	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN229411_c0_g1	13227	ko01100	Metabolic pathways
TRINITY_DN24461_c1_g1	5661	ko03030	DNA replication
TRINITY_DN24461_c1_g1	5661	ko03420	Nucleotide excision repair
TRINITY_DN24461_c1_g1	5661	ko03430	Mismatch repair
TRINITY_DN24461_c1_g1	5661	ko03440	Homologous recombination
TRINITY_DN5202_c2_g1	4069	ko01100	Metabolic pathways
TRINITY_DN5659_c0_g1	56	ko03013	RNA transport
TRINITY_DN3680_c1_g1	2326	ko04016	MAPK signaling pathway - plant
TRINITY_DN47690_c0_g1	12179	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN28479_c0_g1	9288	ko00500	Starch and sucrose metabolism
TRINITY_DN28479_c0_g1	9288	ko01100	Metabolic pathways
TRINITY_DN28479_c0_g1	9288	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN34117_c0_g2	10041	ko00500	Starch and sucrose metabolism
TRINITY_DN34117_c0_g2	10041	ko01100	Metabolic pathways
TRINITY_DN34117_c0_g2	10041	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN102404_c2_g1	12813	ko00905	Brassinosteroid biosynthesis
TRINITY_DN102404_c2_g1	12813	ko01100	Metabolic pathways
TRINITY_DN102404_c2_g1	12813	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN132734_c0_g2	12707	ko00905	Brassinosteroid biosynthesis
TRINITY_DN132734_c0_g2	12707	ko01100	Metabolic pathways
TRINITY_DN132734_c0_g2	12707	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN9689_c0_g1	566	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
TRINITY_DN9689_c0_g1	566	ko01100	Metabolic pathways
TRINITY_DN9687_c0_g1	579	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN35384_c0_g3	8427	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN35384_c0_g3	8427	ko01100	Metabolic pathways
TRINITY_DN246449_c0_g1	13257	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN246449_c0_g1	13257	ko00941	Flavonoid biosynthesis
TRINITY_DN246449_c0_g1	13257	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN246449_c0_g1	13257	ko01100	Metabolic pathways
TRINITY_DN246449_c0_g1	13257	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN8937_c0_g1	10993	ko04712	Circadian rhythm - plant
TRINITY_DN8357_c0_g1	4593	ko03010	Ribosome
TRINITY_DN21643_c0_g1	7794	ko00270	Cysteine and methionine metabolism
TRINITY_DN21643_c0_g1	7794	ko01100	Metabolic pathways
TRINITY_DN21643_c0_g1	7794	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN214892_c0_g1	13474	ko04626	Plant-pathogen interaction
TRINITY_DN66604_c0_g1	7161	ko01100	Metabolic pathways
TRINITY_DN16748_c0_g1	11739	ko04145	Phagosome
TRINITY_DN40362_c0_g1	12129	ko00460	Cyanoamino acid metabolism
TRINITY_DN40362_c0_g1	12129	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN37267_c0_g2	6248	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN37267_c0_g2	6248	ko00071	Fatty acid degradation
TRINITY_DN37267_c0_g2	6248	ko00350	Tyrosine metabolism
TRINITY_DN37267_c0_g2	6248	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN37267_c0_g2	6248	ko01100	Metabolic pathways
TRINITY_DN37267_c0_g2	6248	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1466_c3_g1	6335	ko02010	ABC transporters
TRINITY_DN13210_c0_g2	12279	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN13210_c0_g2	12279	ko00340	Histidine metabolism
TRINITY_DN13210_c0_g2	12279	ko00562	Inositol phosphate metabolism
TRINITY_DN13210_c0_g2	12279	ko01100	Metabolic pathways
TRINITY_DN13210_c0_g2	12279	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN13210_c0_g2	12279	ko01230	Biosynthesis of amino acids
TRINITY_DN13210_c0_g2	12279	ko04070	Phosphatidylinositol signaling system
TRINITY_DN2728_c0_g1	2441	ko00190	Oxidative phosphorylation
TRINITY_DN2728_c0_g1	2441	ko01100	Metabolic pathways
TRINITY_DN997_c0_g1	8669	ko00620	Pyruvate metabolism
TRINITY_DN997_c0_g1	8669	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN997_c0_g1	8669	ko01100	Metabolic pathways
TRINITY_DN997_c0_g1	8669	ko01200	Carbon metabolism
TRINITY_DN60955_c0_g1	3935	ko04626	Plant-pathogen interaction
TRINITY_DN6902_c0_g1	1000	ko00561	Glycerolipid metabolism
TRINITY_DN9554_c0_g1	9957	ko00230	Purine metabolism
TRINITY_DN9554_c0_g1	9957	ko00564	Glycerophospholipid metabolism
TRINITY_DN36859_c0_g1	4965	ko03013	RNA transport
TRINITY_DN33524_c0_g1	1115	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN33524_c0_g1	1115	ko00230	Purine metabolism
TRINITY_DN33524_c0_g1	1115	ko00620	Pyruvate metabolism
TRINITY_DN33524_c0_g1	1115	ko01100	Metabolic pathways
TRINITY_DN33524_c0_g1	1115	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN33524_c0_g1	1115	ko01200	Carbon metabolism
TRINITY_DN33524_c0_g1	1115	ko01230	Biosynthesis of amino acids
TRINITY_DN55835_c0_g1	12248	ko00510	N-Glycan biosynthesis
TRINITY_DN55835_c0_g1	12248	ko00513	Various types of N-glycan biosynthesis
TRINITY_DN55835_c0_g1	12248	ko01100	Metabolic pathways
TRINITY_DN55835_c0_g1	12248	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN35712_c0_g1	6762	ko00061	Fatty acid biosynthesis
TRINITY_DN35712_c0_g1	6762	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN35712_c0_g1	6762	ko01212	Fatty acid metabolism
TRINITY_DN68123_c0_g1	11520	ko03013	RNA transport
TRINITY_DN68123_c0_g1	11520	ko03015	mRNA surveillance pathway
TRINITY_DN68123_c0_g1	11520	ko03040	Spliceosome
TRINITY_DN14914_c0_g1	4475	ko00910	Nitrogen metabolism
TRINITY_DN14914_c0_g2	4476	ko00910	Nitrogen metabolism
TRINITY_DN8829_c0_g1	8214	ko00970	Aminoacyl-tRNA biosynthesis
TRINITY_DN11335_c0_g1	9603	ko04626	Plant-pathogen interaction
TRINITY_DN8847_c1_g2	8199	ko00564	Glycerophospholipid metabolism
TRINITY_DN8847_c1_g2	8199	ko01100	Metabolic pathways
TRINITY_DN8847_c1_g2	8199	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2613_c0_g2	7097	ko00901	Indole alkaloid biosynthesis
TRINITY_DN2613_c0_g2	7097	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN19398_c1_g1	1930	ko00900	Terpenoid backbone biosynthesis
TRINITY_DN19398_c1_g1	1930	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN179675_c0_g1	13071	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
TRINITY_DN179675_c0_g1	13071	ko00350	Tyrosine metabolism
TRINITY_DN179675_c0_g1	13071	ko00360	Phenylalanine metabolism
TRINITY_DN179675_c0_g1	13071	ko01100	Metabolic pathways
TRINITY_DN25961_c0_g1	2385	ko00380	Tryptophan metabolism
TRINITY_DN25961_c0_g1	2385	ko01100	Metabolic pathways
TRINITY_DN56596_c1_g1	4497	ko03013	RNA transport
TRINITY_DN3359_c1_g1	8943	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN78030_c0_g1	6552	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN78030_c0_g1	6552	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN78030_c0_g1	6552	ko01100	Metabolic pathways
TRINITY_DN78030_c0_g1	6552	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN78030_c0_g1	6552	ko01200	Carbon metabolism
TRINITY_DN4928_c1_g1	10559	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN74435_c0_g1	8902	ko03010	Ribosome
TRINITY_DN10592_c0_g1	9818	ko03022	Basal transcription factors
TRINITY_DN1342_c0_g1	11161	ko04626	Plant-pathogen interaction
TRINITY_DN4898_c2_g1	7760	ko03040	Spliceosome
TRINITY_DN90814_c0_g1	1603	ko00941	Flavonoid biosynthesis
TRINITY_DN90814_c0_g1	1603	ko01100	Metabolic pathways
TRINITY_DN90814_c0_g1	1603	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN138_c0_g1	7683	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN138_c0_g1	7683	ko04626	Plant-pathogen interaction
TRINITY_DN16599_c0_g1	4036	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN16599_c0_g1	4036	ko01100	Metabolic pathways
TRINITY_DN167283_c0_g1	12605	ko04016	MAPK signaling pathway - plant
TRINITY_DN167283_c0_g1	12605	ko04070	Phosphatidylinositol signaling system
TRINITY_DN167283_c0_g1	12605	ko04626	Plant-pathogen interaction
TRINITY_DN36040_c0_g1	7969	ko02010	ABC transporters
TRINITY_DN4582_c0_g1	2244	ko00600	Sphingolipid metabolism
TRINITY_DN92800_c0_g1	11804	ko04144	Endocytosis
TRINITY_DN13157_c0_g1	4742	ko00230	Purine metabolism
TRINITY_DN13157_c0_g1	4742	ko00240	Pyrimidine metabolism
TRINITY_DN13157_c0_g1	4742	ko01100	Metabolic pathways
TRINITY_DN13157_c0_g1	4742	ko03020	RNA polymerase
TRINITY_DN7738_c0_g1	5517	ko00030	Pentose phosphate pathway
TRINITY_DN7738_c0_g1	5517	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN7738_c0_g1	5517	ko01100	Metabolic pathways
TRINITY_DN7738_c0_g1	5517	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7738_c0_g1	5517	ko01200	Carbon metabolism
TRINITY_DN7738_c0_g1	5517	ko01230	Biosynthesis of amino acids
TRINITY_DN1183_c0_g1	886	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN2749_c0_g1	2472	ko03022	Basal transcription factors
TRINITY_DN3194_c0_g2	3546	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN20503_c0_g1	4975	ko00040	Pentose and glucuronate interconversions
TRINITY_DN20503_c0_g1	4975	ko01100	Metabolic pathways
TRINITY_DN113686_c0_g1	13091	ko00062	Fatty acid elongation
TRINITY_DN113686_c0_g1	13091	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN113686_c0_g1	13091	ko01100	Metabolic pathways
TRINITY_DN113686_c0_g1	13091	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN113686_c0_g1	13091	ko01212	Fatty acid metabolism
TRINITY_DN256012_c0_g1	13420	ko03030	DNA replication
TRINITY_DN256012_c0_g1	13420	ko03420	Nucleotide excision repair
TRINITY_DN256012_c0_g1	13420	ko03430	Mismatch repair
TRINITY_DN256012_c0_g1	13420	ko03440	Homologous recombination
TRINITY_DN36939_c0_g3	4996	ko00942	Anthocyanin biosynthesis
TRINITY_DN956_c0_g1	8662	ko04146	Peroxisome
TRINITY_DN1521_c2_g1	9096	ko00500	Starch and sucrose metabolism
TRINITY_DN45788_c0_g1	9399	ko04130	SNARE interactions in vesicular transport
TRINITY_DN23196_c0_g1	7315	ko04075	Plant hormone signal transduction
TRINITY_DN1297_c0_g1	8374	ko03022	Basal transcription factors
TRINITY_DN1297_c0_g1	8374	ko03420	Nucleotide excision repair
TRINITY_DN139359_c0_g1	12499	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN139359_c0_g1	12499	ko00261	Monobactam biosynthesis
TRINITY_DN139359_c0_g1	12499	ko00270	Cysteine and methionine metabolism
TRINITY_DN139359_c0_g1	12499	ko00300	Lysine biosynthesis
TRINITY_DN139359_c0_g1	12499	ko01100	Metabolic pathways
TRINITY_DN139359_c0_g1	12499	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN139359_c0_g1	12499	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN139359_c0_g1	12499	ko01230	Biosynthesis of amino acids
TRINITY_DN48980_c1_g1	5762	ko00190	Oxidative phosphorylation
